weight_class,winner,loser,method,round,time,fight_card,event_name,event_id
Women's Bantamweight,Milana Dudieva,Elizabeth Phillips,"Decision (split) (30–27, 28–29, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Bisping vs. Le,bb13ecfbd51062511b3b18b6ba41d79d6809fec3661209138088127404091547
Lightweight,Michel Prazeres,Mairbek Taisumov,"Decision (unanimous) (30–25, 30–25, 30–25)",3.0,300.0,Main card,UFC Fight Night: Shogun vs. Henderson 2,c7e811f1527b8adfbc9318fb7e7e11f5b52247c44348eacb44899c486274ef43
Lightweight,Jason Saggo,Josh Shockley,TKO (punches),1.0,297.0,Preliminary card (UFC Fight Pass),UFC 174: Johnson vs. Bagautinov,339945df3d762652930a3bff67121673a036df3e63410826582f78d8a65b77c9
Catchweight (146.5 lb),Charles Oliveira,Jeremy Stephens,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,300.0,Main card,The Ultimate Fighter: A Champion Will Be Crowned Finale,9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
Lightweight,Yan Cabral,Naoyuki Kotani,Submission (rear-naked choke),2.0,186.0,Preliminary card (Fox Sports 1),UFC 179: Aldo vs. Mendes 2,d16b88d8241645510106e8b9e3f6e32aa7c3c71e00d54d1216e0579e4724081f
Welterweight,Lance Benoist,Bobby Voelker,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary card (Fox Sports 1),UFC Fight Night: Henderson vs. Khabilov,966680fb8a8834c9f776d13f554b80a519cf31f0d1b47d55e86ca3fcfbca1de4
Featherweight,Thiago Tavares,Robbie Peralta,Submission (rear-naked choke),1.0,267.0,Main card,UFC Fight Night: Bader vs. Saint Preux,0d5c9e3cb27ca896c4cb65ef67c842b2b0e6fe1e33e295d1bda9c5739f5c7388
Welterweight,Robert Whittaker,Mike Rhodes,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC Fight Night: Te Huna vs. Marquardt,d99c9fe9b90d47f87e934bc00d38a627ff23e366ad4c5097eb713a92d30eeee3
Featherweight,Hacran Dias,Darren Elkins,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,300.0,Preliminary Card (Fox Sports 1),UFC Fight Night: Machida vs. Dollaway,2333db6a495b21d89bbddb380179504a3148f0ba65c6e8b3a9788159159c03af
Welterweight,Wang Sai,Danny Mitchell,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Bisping vs. Le,bb13ecfbd51062511b3b18b6ba41d79d6809fec3661209138088127404091547
Middleweight,Cathal Pendred,Mike King,Technical Submission (rear-naked choke),2.0,213.0,Preliminary card (UFC Fight Pass),UFC Fight Night: McGregor vs. Brandão,3a46c4543511abab752fcfd9e25e5a744d7c06c34b4242077bb43a88e358724a
Bantamweight,Royston Wee,Yao Zhikui,"Decision (split) (29–28, 27–30, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Bisping vs. Le,bb13ecfbd51062511b3b18b6ba41d79d6809fec3661209138088127404091547
Bantamweight,Frankie Saenz,Nolan Ticman,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (Fox Sports 2),UFC Fight Night: Bader vs. Saint Preux,0d5c9e3cb27ca896c4cb65ef67c842b2b0e6fe1e33e295d1bda9c5739f5c7388
Light Heavyweight,Anthony Johnson,Antônio Rogério Nogueira,KO (punches),1.0,44.0,Main card,UFC on Fox: Lawler vs. Brown,04ce543b2c48fb806c75f2ba834b4fe19b04325abe1229f416e7daa5a676f081
Bantamweight,Cody Garbrandt,Marcus Brimage,TKO (punches),3.0,290.0,Preliminary Card (Fox Sports 1),UFC 182: Jones vs. Cormier,b569c5290e6232b82a73e53951346640c61356bd0360406483598cc763732952
Lightweight,Donald Cerrone,Benson Henderson,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: McGregor vs. Siver,d624807f6b5e315393db436ec9def385c599cc3db8a8e0854bf52870ea0cdd78
Welterweight,Colby Covington,Wagner Silva,Submission (rear-naked choke),3.0,206.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Shogun vs. Saint Preux,a42881cb85397d8d0421c9808bcba7a5cb7fe14acc57c3ac5d2ef7e776dad406
Women's Bantamweight,Miesha Tate,Liz Carmouche,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC on Fox: Werdum vs. Browne,8acfa2f00ba781d327e834cd7bfd8cec06df9257078c82e64f8723e1c4b24eb2
Lightweight,Daron Cruickshank,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (Fox Sports 2),UFC Fight Night: MacDonald vs. Saffiedine,5f12a76ed2214b2a88d6e157c42751360d2a47dd2272dc76ee8affd5d52db48e
Bantamweight,Leandro Issa,Jumabieke Tuerxun,Submission (armbar),3.0,229.0,Preliminary card (Fox Sports 1),The Ultimate Fighter: Team Edgar vs. Team Penn Finale,f9489b12262addcbf482440a4e394beaf8cb7fa0c73421a3482f85581a06a61f
Light Heavyweight,Ryan Bader,Phil Davis,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,UFC on Fox: Gustafsson vs. Johnson,e9b574455126acb3cf207cf1b5dca0651a6013dd5da8290d97cdb17beb5f30ad
Middleweight,Roger Narvaez,Luke Barnatt,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC Fight Night: Edgar vs. Swanson,5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
Women's Bantamweight,Jessica Eye,Leslie Smith,TKO (doctor stoppage),2.0,90.0,Preliminary card (Fox Sports 1),UFC 180: Werdum vs. Hunt,d8367ad34bbf5db6ea4e87c535efdc5e4b119e1288f7221c921372e2cd33f4cd
Welterweight,Nico Musoke,Alexander Yakovlev,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Nelson vs. Story,ae43463a16d944844255b7f8402d8de64d5623c27532dfb4548cd68721059eb0
Middleweight,Ricardo Abreu,Wagner Silva,Submission (rear-naked choke),2.0,66.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
Lightweight,Yancy Medeiros,Joe Proctor,Submission (guillotine choke),1.0,277.0,Main card,The Ultimate Fighter: A Champion Will Be Crowned Finale,9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
Lightweight,Takanori Gomi,Isaac Vallie-Flagg,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC 172: Jones vs. Teixeira,006318d7a2f82ea8c94da2a9a16f52237367495d7dfc1c347eb50cc7a7b6449b
Light Heavyweight,Corey Anderson,Matt Van Buren,TKO (punches),1.0,61.0,Main card,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,f9489b12262addcbf482440a4e394beaf8cb7fa0c73421a3482f85581a06a61f
Flyweight,Dustin Ortiz,Justin Scoggins,"Decision (split) (29-28, 28–29, 29–28)",3.0,300.0,Main card,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,f9489b12262addcbf482440a4e394beaf8cb7fa0c73421a3482f85581a06a61f
Bantamweight,Urijah Faber,Francisco Rivera,Submission (bulldog choke),2.0,94.0,Preliminary Card (Fox Sports 1),UFC 181: Hendricks vs. Lawler II,51245e97b4bbee8a230aece69e84e4694aaf9a08e9e96740beea8e1e50ea4d83
Bantamweight,Iuri Alcântara,Russell Doane,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Bigfoot vs. Arlovski,b9c819d2ffa6d33b866c579a42f3581c160644ef7ba5f9836a5975ffd14e185e
Lightweight,Leandro Silva,Charlie Brenneman,Submission (rear-naked choke),1.0,255.0,Preliminary card (Fox Sports 2),UFC Fight Night: Shogun vs. Saint Preux,a42881cb85397d8d0421c9808bcba7a5cb7fe14acc57c3ac5d2ef7e776dad406
Light Heavyweight,Robert Drysdale,Keith Berish,No Contest (overturned),1.0,123.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter: Team Edgar vs. Team Penn Finale,f9489b12262addcbf482440a4e394beaf8cb7fa0c73421a3482f85581a06a61f
Lightweight,Johnny Case,Frankie Perez,TKO (elbows and punches),3.0,114.0,Preliminary Card (Fox Sports 1),UFC Fight Night: McGregor vs. Siver,d624807f6b5e315393db436ec9def385c599cc3db8a8e0854bf52870ea0cdd78
Featherweight,Mike Wilkinson,Niklas Bäckström,KO (punches),1.0,79.0,Main card,UFC Fight Night: Nelson vs. Story,ae43463a16d944844255b7f8402d8de64d5623c27532dfb4548cd68721059eb0
Lightweight,Beneil Dariush,Carlos Diego Ferreira,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC 179: Aldo vs. Mendes 2,d16b88d8241645510106e8b9e3f6e32aa7c3c71e00d54d1216e0579e4724081f
Heavyweight,Stipe Miocic,Fábio Maldonado,TKO (punches),1.0,35.0,Main card,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
Bantamweight,Manny Gamburyan,Cody Gibson,Submission (guillotine choke),2.0,296.0,Preliminary card (UFC Fight Pass),UFC 178: Johnson vs. Cariaso,ac8cb9217d09d90cc34520d88ead646e8d59b6383b0d47e45dffc76f4f6984fa
Women's Strawweight,Joanne Calderwood,Seo Hee Ham,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,300.0,Preliminary Card (Fox Sports 1),The Ultimate Fighter: A Champion Will Be Crowned Finale,9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
Bantamweight,Urijah Faber,Alex Caceres,Submission (rear-naked choke),3.0,69.0,Preliminary card (Fox Sports 1),UFC 175: Weidman vs. Machida,7fd07f010b18aa8dfa324a27b2c025fed7206fd33ade66e9e01c1b154573fc6a
Women's Bantamweight,Raquel Pennington,Ashlee Evans-Smith,Technical Submission (bulldog choke),1.0,299.0,Preliminary Card (Fox Sports 1),UFC 181: Hendricks vs. Lawler II,51245e97b4bbee8a230aece69e84e4694aaf9a08e9e96740beea8e1e50ea4d83
Heavyweight,Mark Hunt,Roy Nelson,KO (punch),2.0,180.0,Main card,UFC Fight Night: Hunt vs. Nelson,558a5028735da906cafe53fe570390a0f8cbdf3df16570a8a9fee39b1fe2fa47
Middleweight,Luke Zachrich,Guilherme Vasconcelos,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC 175: Weidman vs. Machida,7fd07f010b18aa8dfa324a27b2c025fed7206fd33ade66e9e01c1b154573fc6a
Lightweight,Jorge Masvidal,Pat Healy,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC on Fox: Werdum vs. Browne,8acfa2f00ba781d327e834cd7bfd8cec06df9257078c82e64f8723e1c4b24eb2
Bantamweight,Pedro Munhoz,Matt Hobar,TKO (punches),1.0,167.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
Lightweight,Edson Barboza,Bobby Green,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Main card,UFC Fight Night: Edgar vs. Swanson,5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
Women's Bantamweight,Sara McMann,Lauren Murphy,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary card (Fox Sports 2),UFC Fight Night: Bader vs. Saint Preux,0d5c9e3cb27ca896c4cb65ef67c842b2b0e6fe1e33e295d1bda9c5739f5c7388
Welterweight,Rick Story,Leonardo Mafra,Submission (arm-triangle choke),2.0,132.0,Main card,UFC Fight Night: Cowboy vs. Miller,cfc52f4d8c71aa549ca0dad9ca789461b80b3a0ceae9caf4d664c15ae0b35ac7
Flyweight,Jussier Formiga,Scott Jorgensen,Submission (rear-naked choke),1.0,187.0,Preliminary card (Fox Sports 1),UFC Fight Night: Shogun vs. Henderson 2,c7e811f1527b8adfbc9318fb7e7e11f5b52247c44348eacb44899c486274ef43
Catchweight (118 lb),Aisling Daly,Alex Chambers,Submission (armbar),1.0,293.0,Preliminary Card (UFC Fight Pass),The Ultimate Fighter: A Champion Will Be Crowned Finale,9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
Bantamweight,Kang Kyung-ho,Michinori Tanaka,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Hunt vs. Nelson,558a5028735da906cafe53fe570390a0f8cbdf3df16570a8a9fee39b1fe2fa47
Welterweight,Kenny Robertson,Ildemar Alcântara,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,300.0,Preliminary card (Fox Sports 1),UFC 175: Weidman vs. Machida,7fd07f010b18aa8dfa324a27b2c025fed7206fd33ade66e9e01c1b154573fc6a
Welterweight,Jordan Mein,Hernani Perpétuo,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC on Fox: Werdum vs. Browne,8acfa2f00ba781d327e834cd7bfd8cec06df9257078c82e64f8723e1c4b24eb2
Heavyweight,Viktor Pešta,Konstantin Erokhin,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass),UFC on Fox: Gustafsson vs. Johnson,e9b574455126acb3cf207cf1b5dca0651a6013dd5da8290d97cdb17beb5f30ad
Flyweight,Demetrious Johnson (c),Chris Cariaso,Submission (kimura),2.0,149.0,Main card,UFC 178: Johnson vs. Cariaso,ac8cb9217d09d90cc34520d88ead646e8d59b6383b0d47e45dffc76f4f6984fa
Heavyweight,Alexey Oleynik,Jared Rosholt,KO (punches),1.0,201.0,Main card,UFC Fight Night: Edgar vs. Swanson,5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
Women's Strawweight,Felice Herrig,Lisa Ellis,Submission (armbar),2.0,185.0,Preliminary Card (Fox Sports 1),The Ultimate Fighter: A Champion Will Be Crowned Finale,9edb927857453ca3a5bbddc0ea3c8e84b4c21842572c929ed9c405744798b955
Middleweight,Warlley Alves,Márcio Alexandre Jr.,Technical Submission (guillotine choke),3.0,25.0,Main card,The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
Flyweight,Chico Camus,Brad Pickett,"Decision (split) (29–28, 27–30, 29–28)",3.0,300.0,Main card,UFC Fight Night: Edgar vs. Swanson,5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
Welterweight,Brian Ebersole,John Howard,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC 178: Johnson vs. Cariaso,ac8cb9217d09d90cc34520d88ead646e8d59b6383b0d47e45dffc76f4f6984fa
Women's Bantamweight,Leslie Smith,Jessamyn Duke,TKO (punches),1.0,144.0,Preliminary card (Fox Sports 1),UFC Fight Night: Cowboy vs. Miller,cfc52f4d8c71aa549ca0dad9ca789461b80b3a0ceae9caf4d664c15ae0b35ac7
Lightweight,Beneil Dariush,Anthony Rocco Martin,Submission (arm-triangle choke),2.0,218.0,Preliminary card (Fox Sports 2),UFC Fight Night: Henderson vs. dos Anjos,a4600b4385378825794e7ed44eec87896c8ffe9ef2ef4fdfa0a676b4b59cec1c
Bantamweight,Henry Cejudo,Dustin Kimura,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary Card (UFC Fight Pass),UFC on Fox: dos Santos vs. Miocic,2bb592e132a7ef891b3cc86ee0c24b212c9d42d5beab37816002b7bc2b0769b6
Welterweight,Robbie Lawler,Jake Ellenberger,TKO (knee and punches),3.0,186.0,Main card,UFC 173: Barão vs. Dillashaw,f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
Lightweight,Rashid Magomedov,Rodrigo Damm,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,300.0,Preliminary card (Fox Sports 1),The Ultimate Fighter Brazil 3 Finale: Miocic vs. Maldonado,1428484c21a3ceee363548dce2f2dd8c2cc2fee6dc91d056ce7685a4434a3cf0
Bantamweight,T.J. Dillashaw,Renan Barão (c),TKO (head kick and punches),5.0,146.0,Main card,UFC 173: Barão vs. Dillashaw,f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
Light Heavyweight,Daniel Cormier,Dan Henderson,Technical Submission (rear-naked choke),3.0,233.0,Main card,UFC 173: Barão vs. Dillashaw,f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
Lightweight,Gleison Tibau,Piotr Hallmann,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Bigfoot vs. Arlovski,b9c819d2ffa6d33b866c579a42f3581c160644ef7ba5f9836a5975ffd14e185e
Light Heavyweight,Hans Stringer,Francimar Barroso,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC Fight Night: Shogun vs. Henderson 2,c7e811f1527b8adfbc9318fb7e7e11f5b52247c44348eacb44899c486274ef43
Lightweight,Chris Wade,Zhang Lipeng,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,300.0,Preliminary Card (Fox Sports 1),UFC Fight Night: McGregor vs. Siver,d624807f6b5e315393db436ec9def385c599cc3db8a8e0854bf52870ea0cdd78
Welterweight,Albert Tumenov,Nico Musoke,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary Card (Fox Sports 1),UFC on Fox: Gustafsson vs. Johnson,e9b574455126acb3cf207cf1b5dca0651a6013dd5da8290d97cdb17beb5f30ad
Featherweight,Darren Elkins,Lucas Martins,"Decision (split) (27–30, 30–27, 30–27)",3.0,300.0,Main card,UFC 179: Aldo vs. Mendes 2,d16b88d8241645510106e8b9e3f6e32aa7c3c71e00d54d1216e0579e4724081f
Featherweight,Choi Doo-ho,Juan Puig,TKO (punches),1.0,18.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Edgar vs. Swanson,5baca758d440f9722876fa998832aa6384224e9d216538da3e688002992de4d4
Lightweight,Jorge Masvidal,Daron Cruickshank,"Decision (unanimous) (29–28, 29–28, 29–27)",3.0,300.0,Preliminary card (Fox),UFC on Fox: Lawler vs. Brown,04ce543b2c48fb806c75f2ba834b4fe19b04325abe1229f416e7daa5a676f081
Bantamweight,Cody Gibson,Johnny Bedford,TKO (punches),1.0,38.0,Preliminary card (Fox Sports 1),UFC Fight Night: Swanson vs. Stephens,e11abc132f1ff95baf23fabd37a6fcc6472ecf41ad5fe7988f4d8e1b82080e82
Lightweight,Vinc Pichel,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC 173: Barão vs. Dillashaw,f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
Welterweight,Li Jingliang,David Michaud,"Decision (split) (29–28, 28–29, 30–27)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC 173: Barão vs. Dillashaw,f4198edd700729c27709991dfbf92367b85568a6a5874fc40c0ba9bac98f5209
Featherweight,Zubaira Tukhugov,Ernest Chavez,TKO (punches),1.0,261.0,Preliminary card (UFC Fight Pass),UFC Fight Night: Nelson vs. Story,ae43463a16d944844255b7f8402d8de64d5623c27532dfb4548cd68721059eb0
Featherweight,Conor McGregor,Dustin Poirier,TKO (punches),1.0,106.0,Main card,UFC 178: Johnson vs. Cariaso,ac8cb9217d09d90cc34520d88ead646e8d59b6383b0d47e45dffc76f4f6984fa
Middleweight,Caio Magalhães,Nick Ring,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Preliminary card (Fox Sports 2),UFC Fight Night: Hunt vs. Bigfoot,384aa48656d3426c2013f56675512c27d0dfcb38a1c98168d364ad7b84dbec80
Welterweight,Nico Musoke,Viscardi Andrade,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Machida vs. Mousasi,ff3695ac15bc1f862112ba0694cace564f943e6f0bbdfd6ed64c280bc00a7143
Welterweight,Jake Shields,Demian Maia,"Decision (split) (48–47, 47–48, 48–47)",5.0,300.0,Main card,UFC Fight Night: Maia vs. Shields,3ba90ef397e59fcd8e68714b6590649a344806298c49a282be3588d10901106c
Women's Bantamweight,Liz Carmouche,Jéssica Andrade,TKO (punches and elbows),2.0,237.0,Main card,UFC on Fox: Johnson vs. Moraga,6cefd8fc5e13c3136ad56056da84d2992bab2c8d3cae7c3cbb6c69308c020f67
Lightweight,Justin Salas,Aaron Riley,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (Facebook),UFC on Fox: Johnson vs. Moraga,6cefd8fc5e13c3136ad56056da84d2992bab2c8d3cae7c3cbb6c69308c020f67
Middleweight,Kelvin Gastelum,Uriah Hall,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Main card,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,6519b424005bdad6bf5da43c98aaa580861ea00ee7fd411c0505dd1cc3c433a1
Lightweight,Yui Chul Nam,Kazuki Tokudome,"Decision (split) (29–27, 27–28, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter China Finale: Kim vs. Hathaway,d9a802d5c9cb81154729725c4cbb45c75ec75b4fd551b325dea30661c407bd0b
Featherweight,Jeremy Stephens,Darren Elkins,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,300.0,Main card,UFC on Fox: Henderson vs. Thomson,20b0629d7482b6a038e8419453c3ae3a30402876dffb753730e99d260d2c78e2
Featherweight,Kevin Souza,Felipe Arantes,"Decision (split) (29–28, 28–29, 29–28)",3.0,300.0,Preliminary card (Fox Sports 1),UFC Fight Night: Teixeira vs. Bader,2174cf212b861a066911a6230265bfefa0b8d57d683ad6c1d96a0d7f40bf1d31
Catchweight (139.5 lb),Dustin Kimura,Chico Camus,Submission (rear-naked choke),3.0,110.0,Preliminary Card (Facebook),UFC 156: Aldo vs. Edgar,1a0502d4a49a3dbbd8f5e51e37f831fc944734849caba734583bdc70b4ed4dc9
Welterweight,Mike Pyle,TJ Waldburger,TKO (elbows and punches),3.0,243.0,Main card,UFC 170: Rousey vs. McMann,1fb9f2bdd102bab5ef532fa40f5e8117637dbf834d4d2ef331f0764f8411e6a9
Featherweight,Darren Elkins,Antonio Carvalho,TKO (punches),1.0,186.0,Preliminary card (FX),UFC 158: St-Pierre vs. Diaz,c26c654530583b646b123857a892bc34cb8310e4318ec2104cc402a17c371567
Lightweight,Mark Bocek,Mike De La Torre,"Decision (split) (28–29, 30–27, 29–28)",3.0,300.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter Nations Finale: Bisping vs. Kennedy,c735bd00aceecf54f97302330120d8c50ecb7a02dc1c3033c0571192a7cfbf91
Flyweight,Demetrious Johnson (c),John Dodson,"Decision (unanimous) (48–47, 49–46, 48–47)",5.0,300.0,Main card,UFC on Fox: Johnson vs. Dodson,0a52f795b3e6283da7808ef6ae6f3f563a06186ee14412f1748c8157619224df
Welterweight,Wang Anying,Albert Cheng,TKO (doctor stoppage),1.0,300.0,Preliminary card (UFC Fight Pass),The Ultimate Fighter China Finale: Kim vs. Hathaway,d9a802d5c9cb81154729725c4cbb45c75ec75b4fd551b325dea30661c407bd0b
Light Heavyweight,Fabio Maldonado,Joey Beltran,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Main card,UFC Fight Night: Maia vs. Shields,3ba90ef397e59fcd8e68714b6590649a344806298c49a282be3588d10901106c
Welterweight,Court McGee,Robert Whittaker,"Decision (split) (27–30, 30–27, 29–28)",3.0,300.0,Main card,UFC Fight Night: Condit vs. Kampmann 2,a679798d006c467284fb9dd4f6c842ee5f76259856b382e231f6105e1896dab2
Featherweight,Rodrigo Damm,Mizuto Hirota,"Decision (split) (28–29, 29–28, 29–28)",3.0,300.0,Preliminary card (Facebook),UFC on Fuel TV: Nogueira vs. Werdum,2747628db6eb1204dc946495061e41ceee6b4d3c67af583d23682371cf4762a9
Lightweight,Ernest Chavez,Yosdenis Cedeno,"Decision (split) (28–29, 29–28, 30–27)",3.0,300.0,Preliminary card (UFC Fight Pass),UFC 170: Rousey vs. McMann,1fb9f2bdd102bab5ef532fa40f5e8117637dbf834d4d2ef331f0764f8411e6a9
Lightweight,Danny Castillo,Paul Sass,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,300.0,Preliminary Card (Facebook and YouTube),UFC on Fuel TV: Barão vs. McDonald,051f1d2a345fc33168537fdacd0476e8398be8cde794469059ff6232f6db4cf8
