weight_class,winner,loser,method,round,time,notes,fight_card,event_name,link
Heavyweight,Dan Charles,James Wilson,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Main card,Bellator 2014 Monster Energy Cup,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,Adrian Hadribeaj,A.J. Williams,"Decision (split) (28-29, 29-28, 29-28)",3,5:00,,Main card,Bellator 2014 Monster Energy Cup,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Bantamweight,Gustavo Lopez,Sean Cantor,Submission (rear naked choke),1,4:39,,Main card,Bellator 2014 Monster Energy Cup,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Light Heavyweight,Emanuel Newton (c),Linton Vassell,Submission (rear-naked choke),5,0:47,[a],Main card,Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Heavyweight,Bobby Lashley,Karl Etherington,Submission (punches),1,1:31,,Main card,Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Women's Featherweight,Marloes Coenen,Annalisa Bucci,Submission (rear-naked choke),3,0:57,,Main card,Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,Dave Jansen,Rick Hawn,"Decision (unanimous) (29-28, 30-27, 30-27)",3,5:00,,Main card,Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,David Rickels,Davi Ramos,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Featherweight,Ricky Musgrave,Joe Wilk,TKO (punches & elbows),1,2:45,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Featherweight,Marcio Navarro,Cody Carrillo,Submission (punches),3,2:09,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Heavyweight,Daniel Gallemore,Gzim Selmani,TKO (punches),2,4:33,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Middleweight,Sam Oropeza,Gary Tapusoa,TKO (punches),1,2:31,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Featherweight,Darrion Caldwell,Anthony Dizy,"Decision (unanimous) (30-27, 30-27, 30-27)",3,5:00,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,Aaron Derrow,Nate Jolly,"Decision (unanimous) (29-28, 29-28, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Heavyweight,Alex Huddleston,Derek Bohi,TKO (punches),1,4:04,,Preliminary Card (Spike.com),Bellator 130,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Light Heavyweight,Tito Ortiz,Stephan Bonnar,"Decision (split) (30-27, 28-29, 30-27)",3,5:00,,Main card,Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,Will Brooks (ic),Michael Chandler,TKO (punches),4,3:48,[a],Main card,Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Middleweight,Joe Schilling,Melvin Manhoef,KO (punch),2,0:32,,Main card,Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Catchweight (143 lb),Mike Richman,Nam Phan,TKO (punches),1,0:46,,Main card,Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Light Heavyweight,Muhammed Lawal,Joe Vedepo,TKO (punches),3,0:39,,Main card,Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Middleweight,A.J. Matthews,Kyle Bolt,TKO (punches),1,1:39,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Flyweight,Jonathan Santa Maria,Ron Henderson,"Decision (split) (29-28, 28-29, 30-27)",3,5:00,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Featherweight,Jordan Bailey,Alex Higley,Submission (rear-naked choke),1,3:27,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Flyweight,Nick Garcia,Matthew Ramirez,Submission (guillotine choke),2,0:56,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Welterweight,Andy Murad,Bubba Pugh,"Decision (split) (29-28, 28-29, 29-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Bantamweight,Rolando Perez,Mark Vorgeas,"Split Draw (29-27, 26-30, 28-28)",3,5:00,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Lightweight,Joao Faria,Ian Butler,Submission (head and arm choke),3,1:58,,Preliminary Card (Spike.com),Bellator 131,https://en.wikipedia.org//wiki/Bellator_MMA:_Season_Eleven
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 60,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 61,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 62,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 63,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 64,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 65,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Lightweight,Phillipe Nover,Derrick Kennington,Technical submission (rear-naked choke),2,4:20,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Brylan Van Artsdalen,Jay Haas,Submission (guillotine choke),1,1:03,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Bantamweight,Claudio Ledesma,Kenny Foster,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,,Preliminary card,Bellator 66,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Lyman Good,Jim Wallhead,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,[a],Main card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Marius Žaromskis,Nordine Taleb,"Decision (unanimous) (30–27, 29–27, 29–27)",3,5:00,[b],Main card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Michail Tsarev,Tim Welch,Submission (rear-naked choke),2,1:57,[c],Main card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Welterweight,Andrey Koreshkov,Jordan Smith,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,[d],Main card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Featherweight,Will Martinez,Casey Johnson,Submission (rear-naked choke),1,2:27,,Preliminary card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Women's Flyweight,Michelle Ould,Munah Holland,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,,Preliminary card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
Catchweight (157 lb),Alexandre Bezerra,Matt McCook,Submission (rear-naked choke),1,3:04,,Preliminary card,Bellator 67,https://en.wikipedia.org//wiki/Bellator_Fighting_Championships:_2012_Summer_Series
